epoch,train/loss,train/loss_step,val/loss,val/tas/rmse,val/tas/time_mean_rmse,val/tas/time_std_mae,val/pr/rmse,val/pr/time_mean_rmse,val/pr/time_std_mae,train/loss_epoch,test/tas/rmse,test/tas/time_mean_rmse,test/tas/time_std_mae,test/pr/rmse,test/pr/time_mean_rmse,test/pr/time_std_mae
0,0.3838709890842438,0.3838709890842438,0.40958964824676514,,,,,,,,,,,,,
1,0.2924440801143646,0.2924440801143646,0.3710101544857025,5.424101829528809,3.8161771297454834,1.5784796476364136,3.0534112453460693,1.4047422409057617,1.7644016742706299,0.4516458809375763,,,,,,
2,0.26775315403938293,0.26775315403938293,0.3412068486213684,4.582498073577881,3.0054965019226074,1.3902134895324707,2.9565389156341553,1.282853603363037,1.548940896987915,0.32417118549346924,,,,,,
3,0.1948784589767456,0.1948784589767456,0.24210003018379211,4.194607257843018,2.6465911865234375,1.0636688470840454,2.8437697887420654,1.1493823528289795,1.4120107889175415,0.2882777154445648,,,,,,
4,0.2104707956314087,0.2104707956314087,0.27482667565345764,3.2504384517669678,2.2878968715667725,0.981830894947052,2.390737771987915,0.8958741426467896,1.1160749197006226,0.2387077808380127,,,,,,
5,0.17436255514621735,0.17436255514621735,0.22591140866279602,3.616088390350342,2.964132070541382,0.8551604747772217,2.5510308742523193,1.1631882190704346,1.0291874408721924,0.19436867535114288,,,,,,
6,0.16787859797477722,0.16787859797477722,0.19522857666015625,2.861175060272217,2.1637439727783203,0.7766768336296082,2.3301799297332764,0.8887017965316772,0.9006006121635437,0.1946347951889038,,,,,,
7,0.18133842945098877,0.18133842945098877,0.1843854933977127,2.4143624305725098,1.641379952430725,0.657295286655426,2.176027297973633,0.6531840562820435,0.8797650933265686,0.17728768289089203,,,,,,
8,0.16845278441905975,0.16845278441905975,0.17712047696113586,2.563183307647705,1.8914936780929565,0.5905374884605408,2.096426248550415,0.5951319336891174,0.829746663570404,0.17065246403217316,,,,,,
9,0.175055131316185,0.175055131316185,0.19391633570194244,2.1770403385162354,1.426958680152893,0.5553311109542847,2.070232629776001,0.528481125831604,0.821403443813324,0.166495218873024,,,,,,
10,0.17173342406749725,0.17173342406749725,0.1794843077659607,2.2259209156036377,1.4994653463363647,0.5571550726890564,2.1790544986724854,0.652177095413208,0.7729392647743225,0.16219475865364075,,,,,,
11,0.1387745440006256,0.1387745440006256,0.20162542164325714,2.1281158924102783,1.3908854722976685,0.5114368200302124,2.091360569000244,0.5971509218215942,0.8124365210533142,0.16270911693572998,,,,,,
12,0.15866632759571075,0.15866632759571075,0.18452085554599762,2.3792049884796143,1.3511995077133179,0.6673242449760437,2.209217071533203,0.663049042224884,0.890914797782898,0.16133998334407806,,,,,,
13,0.16450463235378265,0.16450463235378265,0.17891544103622437,2.0696260929107666,1.3185083866119385,0.5262073278427124,2.121912956237793,0.7013062238693237,0.7462957501411438,0.16599760949611664,,,,,,
14,0.16028477251529694,0.16028477251529694,0.17585675418376923,1.9681240320205688,1.219390630722046,0.45611897110939026,2.092474937438965,0.6277452111244202,0.8764476180076599,0.15678633749485016,,,,,,
15,0.13555338978767395,0.13555338978767395,0.16862605512142181,2.138715982437134,1.4323046207427979,0.5586983561515808,2.06052303314209,0.5322456955909729,0.7754641175270081,0.15745986998081207,,,,,,
16,0.15540216863155365,0.15540216863155365,0.1788596212863922,1.8978700637817383,1.1682771444320679,0.4554639756679535,2.0327091217041016,0.487232506275177,0.8293101191520691,0.15381132066249847,,,,,,
17,0.15284521877765656,0.15284521877765656,0.1677638739347458,2.1760592460632324,1.4608432054519653,0.5843489766120911,2.0788724422454834,0.5561619997024536,0.7945317029953003,0.15224501490592957,,,,,,
18,0.14452551305294037,0.14452551305294037,0.16618643701076508,1.9255064725875854,1.2047864198684692,0.4942760467529297,2.0231738090515137,0.46303054690361023,0.8093785643577576,0.1517186015844345,,,,,,
19,0.1512433886528015,0.1512433886528015,0.16954095661640167,1.9148598909378052,1.1483148336410522,0.4811682403087616,2.016282796859741,0.458614706993103,0.7243306636810303,0.1492469608783722,,,,,,
test,,,,,,,,,,,291.10498046875,291.0567321777344,3.8563454151153564,4.398595333099365,3.892550468444824,1.4453046321868896
