epoch,train/loss,train/loss_step,val/loss,val/tas/rmse,val/tas/time_mean_rmse,val/tas/time_std_mae,val/pr/rmse,val/pr/time_mean_rmse,val/pr/time_std_mae,train/loss_epoch,test/tas/rmse,test/tas/time_mean_rmse,test/tas/time_std_mae,test/pr/rmse,test/pr/time_mean_rmse,test/pr/time_std_mae
0,0.7616806626319885,0.7616806626319885,0.7814001441001892,,,,,,,,,,,,,
1,0.7624733448028564,0.7624733448028564,0.7920893430709839,11.310857772827148,9.181163787841797,3.5807254314422607,3.5134472846984863,2.157039165496826,1.9412333965301514,0.8412812352180481,,,,,,
2,0.7638336420059204,0.7638336420059204,0.8010355830192566,10.549367904663086,7.934759616851807,3.6654505729675293,3.50590443611145,2.141770601272583,1.957668423652649,0.750697910785675,,,,,,
3,0.7763296365737915,0.7763296365737915,0.7951350808143616,10.530340194702148,8.172548294067383,3.3790998458862305,3.500847339630127,2.1364853382110596,1.9707589149475098,0.7426114678382874,,,,,,
4,0.7666018009185791,0.7666018009185791,0.7870640158653259,10.521671295166016,8.25526237487793,3.268860101699829,3.4991161823272705,2.1336324214935303,1.9642730951309204,0.7390555143356323,,,,,,
5,0.7571744322776794,0.7571744322776794,0.7746358513832092,10.49561882019043,8.094330787658691,3.388136625289917,3.501891613006592,2.1404268741607666,1.9691181182861328,0.7370323538780212,,,,,,
6,0.6821157336235046,0.6821157336235046,0.7969309687614441,10.566692352294922,8.207139015197754,3.357405662536621,3.5103530883789062,2.1562445163726807,1.9610968828201294,0.7360763549804688,,,,,,
7,0.7568415403366089,0.7568415403366089,0.7966808676719666,10.507383346557617,8.39959716796875,3.1462976932525635,3.4974241256713867,2.138474941253662,1.9704854488372803,0.7339708805084229,,,,,,
8,0.7114160060882568,0.7114160060882568,0.7851590514183044,10.533209800720215,8.619653701782227,2.952425479888916,3.5012056827545166,2.1507608890533447,1.9930925369262695,0.732509195804596,,,,,,
9,0.7417596578598022,0.7417596578598022,0.7803471684455872,10.537764549255371,8.628582000732422,2.9429173469543457,3.496986150741577,2.1427392959594727,1.9764699935913086,0.7305707335472107,,,,,,
10,0.7582271099090576,0.7582271099090576,0.772101104259491,10.493271827697754,8.427597045898438,3.124887228012085,3.492310047149658,2.1255979537963867,1.915420651435852,0.7296111583709717,,,,,,
11,0.8004881739616394,0.8004881739616394,0.779705286026001,10.704571723937988,8.870798110961914,2.905362844467163,3.502174139022827,2.153071880340576,1.9423590898513794,0.728778064250946,,,,,,
12,0.7529640793800354,0.7529640793800354,0.7678086757659912,10.618460655212402,8.838221549987793,2.8476011753082275,3.4980547428131104,2.145432949066162,1.920656681060791,0.7273045182228088,,,,,,
13,0.7036280632019043,0.7036280632019043,0.7675000429153442,11.208426475524902,9.609243392944336,2.7744522094726562,3.522829294204712,2.1887106895446777,1.917986512184143,0.7250275611877441,,,,,,
14,0.7453765869140625,0.7453765869140625,0.7645508646965027,10.917237281799316,9.189748764038086,2.861682653427124,3.5109033584594727,2.164355993270874,1.8956016302108765,0.7234659194946289,,,,,,
15,0.7423936724662781,0.7423936724662781,0.7641785740852356,10.646615028381348,8.49621295928955,3.2272262573242188,3.497800350189209,2.1393027305603027,1.8775080442428589,0.7216262817382812,,,,,,
16,0.7416428923606873,0.7416428923606873,0.7696244716644287,10.976884841918945,9.194089889526367,2.9651148319244385,3.50915265083313,2.1620965003967285,1.8716950416564941,0.7203943729400635,,,,,,
17,0.6784818768501282,0.6784818768501282,0.7646772861480713,10.75121784210205,8.907524108886719,2.973961353302002,3.532898426055908,2.2077760696411133,1.8846893310546875,0.7181659936904907,,,,,,
18,0.7243732810020447,0.7243732810020447,0.7705334424972534,10.72120189666748,8.956415176391602,2.8922908306121826,3.499323844909668,2.1464343070983887,1.8674534559249878,0.7154824733734131,,,,,,
19,0.6966899633407593,0.6966899633407593,0.7601543664932251,11.05479907989502,9.46932601928711,2.7758467197418213,3.560777187347412,2.249843120574951,1.8530707359313965,0.713854968547821,,,,,,
test,,,,,,,,,,,282.6424560546875,282.5025634765625,6.642043113708496,2.6861560344696045,2.6183671951293945,0.5374033451080322
