epoch,train/loss,train/loss_step,val/loss,val/tas/rmse,val/tas/time_mean_rmse,val/tas/time_std_mae,val/pr/rmse,val/pr/time_mean_rmse,val/pr/time_std_mae,train/loss_epoch,test/tas/rmse,test/tas/time_mean_rmse,test/tas/time_std_mae,test/pr/rmse,test/pr/time_mean_rmse,test/pr/time_std_mae
0,0.49475955963134766,0.49475955963134766,0.5090830326080322,,,,,,,,,,,,,
1,0.46326515078544617,0.46326515078544617,0.4845728874206543,6.296942710876465,4.502079010009766,1.8757838010787964,3.3235480785369873,1.8504927158355713,1.7793676853179932,4.80781888961792,,,,,,
2,0.4330490529537201,0.4330490529537201,0.47047296166419983,5.643557071685791,3.8469889163970947,1.7559665441513062,3.279468059539795,1.8071643114089966,1.7658499479293823,0.45459380745887756,,,,,,
3,0.44910386204719543,0.44910386204719543,0.46104058623313904,5.521401882171631,3.7634835243225098,1.7147257328033447,3.244490623474121,1.761955976486206,1.7535653114318848,0.43598172068595886,,,,,,
4,0.4026622176170349,0.4026622176170349,0.45270758867263794,5.363682746887207,3.6860146522521973,1.5765858888626099,3.2173004150390625,1.734684944152832,1.7510582208633423,0.4247570335865021,,,,,,
5,0.4334785044193268,0.4334785044193268,0.4460894763469696,5.153943061828613,3.5118560791015625,1.5187098979949951,3.1936421394348145,1.7040772438049316,1.739107608795166,0.4142799973487854,,,,,,
6,0.4227376878261566,0.4227376878261566,0.43671709299087524,5.2432861328125,3.6101787090301514,1.5706608295440674,3.1669046878814697,1.6771998405456543,1.7048026323318481,0.4131567180156708,,,,,,
7,0.3742198348045349,0.3742198348045349,0.433000385761261,5.00753927230835,3.452543020248413,1.3979138135910034,3.142104387283325,1.6502885818481445,1.65785551071167,0.4031219780445099,,,,,,
8,0.41569170355796814,0.41569170355796814,0.4270860552787781,5.19048547744751,3.7576792240142822,1.3587331771850586,3.131101131439209,1.6490964889526367,1.6174465417861938,0.39610350131988525,,,,,,
9,0.39298638701438904,0.39298638701438904,0.4239644706249237,4.912648677825928,3.446955442428589,1.2050269842147827,3.1110329627990723,1.6238774061203003,1.5920100212097168,0.39141201972961426,,,,,,
10,0.37838301062583923,0.37838301062583923,0.4297223687171936,4.965454578399658,3.6008899211883545,1.3376305103302002,3.1057422161102295,1.6349667310714722,1.5491007566452026,0.39053046703338623,,,,,,
11,0.38742703199386597,0.38742703199386597,0.4125347435474396,5.125126838684082,3.754384994506836,1.160368800163269,3.121896743774414,1.6395390033721924,1.5147995948791504,0.3870055079460144,,,,,,
12,0.3918229639530182,0.3918229639530182,0.4102388620376587,4.6121673583984375,3.3505780696868896,1.1369143724441528,3.0698254108428955,1.6263283491134644,1.543747067451477,0.3801552653312683,,,,,,
13,0.3363490402698517,0.3363490402698517,0.4081919491291046,4.688822269439697,3.5166242122650146,1.1509991884231567,3.067364454269409,1.6303962469100952,1.4559770822525024,0.3792007863521576,,,,,,
14,0.3480921685695648,0.3480921685695648,0.4014251232147217,4.639382362365723,3.466099500656128,1.137857437133789,3.058171033859253,1.6295417547225952,1.4621152877807617,0.3750747740268707,,,,,,
15,0.37683457136154175,0.37683457136154175,0.4001063108444214,4.574229717254639,3.452599048614502,1.1227221488952637,3.0361483097076416,1.6268856525421143,1.4490761756896973,0.36716148257255554,,,,,,
16,0.36265191435813904,0.36265191435813904,0.4019002616405487,4.639016151428223,3.5460586547851562,1.1963486671447754,3.0345449447631836,1.6368082761764526,1.447543740272522,0.3620607554912567,,,,,,
17,0.3696114420890808,0.3696114420890808,0.3921293616294861,4.766196250915527,3.6968324184417725,1.1294291019439697,3.0361039638519287,1.6326160430908203,1.4594812393188477,0.3635845184326172,,,,,,
18,0.38833755254745483,0.38833755254745483,0.39886853098869324,4.5313944816589355,3.5950381755828857,1.0911381244659424,3.0052974224090576,1.6265617609024048,1.418073296546936,0.36032944917678833,,,,,,
19,0.3564101457595825,0.3564101457595825,0.39416831731796265,4.572353363037109,3.497267007827759,1.0824965238571167,3.030857801437378,1.62617027759552,1.441340684890747,0.3575713336467743,,,,,,
test,,,,,,,,,,,290.1330261230469,290.10430908203125,3.518953561782837,3.0693840980529785,3.004605531692505,0.5779644846916199
